model_name,fold,dice_bce_focal,train_metric,val_metric,test_metric,train_loss,val_loss,test_loss,stopped_epoch,mse_vector_loss,transform,weight_decay,stop_patience,scheduler_patience,scheduler_factor,lr,loss_weight,dataset,jensen_vector_y,mse_vector_loss_y,loss_type
fpn_resnet34,3,"3, 1, 0",0.6873172521591187,0.573830783367157,0.4820302128791809,0.962760131394248,1.311714623488632,1.597050155235442,72,168.59771728515625,./transforms/aggressive.yml,5e-06,20,9,0.1,0.0003,1.0,cbis,,,
fpn_resnet34,4,"3, 1, 0",0.6686539053916931,0.5146416425704956,0.4964804351329803,1.019016208127141,1.506508453057544,1.5499427361993603,65,170.70066833496094,./transforms/aggressive.yml,5e-06,20,9,0.1,0.0003,1.0,cbis,,330.59783935546875,
fpn_resnet50,0,"3, 1, 0",0.6699944734573364,0.4907086789608002,0.4791148602962494,1.0163504077117038,1.5633996700247128,1.603467976810127,79,114.74756622314452,./transforms/aggressive.yml,5e-06,20,9,0.1,0.0003,1.0,cbis,16.965190887451172,184.68701171875,
fpn_resnet50,1,"3, 1, 0",0.6295557022094727,0.5236790180206299,0.499602347612381,1.1380861643930618,1.4801223809812585,1.541025453450664,65,133.0823974609375,./transforms/aggressive.yml,5e-06,20,9,0.1,0.0003,1.0,cbis,19.77851104736328,260.61492919921875,
fpn_resnet50,2,"3, 1, 0",0.6667693257331848,0.5168865323066711,0.5089388489723206,1.0272140638394789,1.4892559466408748,1.5147167986986654,69,171.29116821289062,./transforms/aggressive.yml,5e-06,20,9,0.1,0.0003,1.0,cbis,21.633201599121094,355.5720520019531,
fpn_resnet50,3,"3, 1, 0",0.6695652008056641,0.5751366019248962,0.4780240058898926,1.0194886497768785,1.305924370884895,1.6069350712346715,75,138.74397277832028,./transforms/aggressive.yml,5e-06,20,9,0.1,0.0003,1.0,cbis,18.774633407592773,235.58250427246097,
fpn_resnet50,4,"3, 1, 0",0.6080694794654846,0.5202888250350952,0.477993905544281,1.2060982137918472,1.4899871142783967,1.6065026677602174,48,185.97113037109375,./transforms/aggressive.yml,5e-06,20,9,0.1,0.0003,1.0,cbis,21.902149200439453,333.08837890625,
fpn_densenet121,0,"3, 1, 0",0.6488311290740967,0.4829668402671814,0.4802075326442718,1.0837642429282095,1.5862127475294412,1.5996367165584435,54,101.01628875732422,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,17.07009506225586,179.416748046875,
fpn_densenet121,1,"3, 1, 0",0.6578580737113953,0.4957149028778076,0.4788088798522949,1.0532657231320912,1.570889070337894,1.6116494141667097,45,161.98223876953125,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,20.12212562561035,312.6891174316406,
fpn_densenet121,2,"3, 1, 0",0.6728553175926208,0.5194490551948547,0.483984500169754,1.0081061483234972,1.47868610830868,1.5895945319276772,43,140.30677795410156,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,20.55284309387207,307.282958984375,
fpn_densenet121,3,"3, 1, 0",0.640342652797699,0.5774886608123779,0.5022279024124146,1.1106695506437991,1.3005002287088656,1.5349284465739268,29,166.94403076171875,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,20.20874786376953,305.99920654296875,
fpn_densenet121,4,"3, 1, 0",0.6704849004745483,0.5345032215118408,0.4992910623550415,1.0135235795203377,1.4460384367716197,1.5412333053074136,40,161.9602813720703,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,20.914798736572266,318.1532897949219,
fpn_dpn68,0,"3, 1, 0",0.5894966721534729,0.4496920108795166,0.4776553809642792,1.2644251536678623,1.6850360795563342,1.6065010031722242,53,122.8950424194336,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,16.974903106689453,203.9532470703125,
fpn_dpn68,1,"3, 1, 0",0.6580513715744019,0.5151987671852112,0.4870335757732391,1.051660042832759,1.5085046270898743,1.5841651610191294,50,162.16094970703125,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,20.07744026184082,311.7690734863281,
fpn_dpn68,2,"3, 1, 0",0.5749027132987976,0.4922314882278442,0.4803783595561981,1.3055294880263637,1.5579972132748248,1.5969851761069518,42,169.51976013183594,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,20.675485610961914,349.45416259765625,
fpn_dpn68,3,"3, 1, 0",0.6137094497680664,0.5533669590950012,0.4895090758800506,1.1888474880257751,1.3739035074032993,1.5712164683847238,59,171.2754669189453,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,19.362140655517575,269.08773803710943,
fpn_dpn68,4,"3, 1, 0",0.5640829801559448,0.5023974180221558,0.4697175621986389,1.3427681443738002,1.5458285360053037,1.6361474965187095,34,185.2792205810547,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,24.56424903869629,375.2867431640625,
fpn_efficientnet-b3,0,"3, 1, 0",0.6156342625617981,0.5098954439163208,0.4909726679325104,1.189804409001325,1.5087316015771788,1.5718737101515396,19,85.64763641357422,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,17.497163772583008,148.8124542236328,
fpn_efficientnet-b3,1,"3, 1, 0",0.7045617699623108,0.5400909781455994,0.5126558542251587,0.9097319070698296,1.4403339235806,1.5100645268989714,32,148.2660675048828,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,20.972553253173828,299.1490783691406,
fpn_efficientnet-b3,2,"3, 1, 0",0.710748016834259,0.55498868227005,0.5262712836265564,0.8912499902875183,1.3727308894489323,1.4627492449536228,33,143.57855224609375,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,20.60112190246582,293.7574157714844,
fpn_efficientnet-b3,3,"3, 1, 0",0.7294562458992004,0.6230871677398682,0.5454312562942505,0.8335681137347397,1.1620714424871932,1.4057741246081346,39,147.15786743164062,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,20.410268783569336,278.438232421875,
fpn_efficientnet-b3,4,"3, 1, 0",0.7139235138893127,0.5619192719459534,0.5232283473014832,0.8813735799243053,1.3714885472661198,1.4728713825048991,31,188.31639099121097,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,21.869783401489254,344.82940673828125,
fpn_resnet34,0,"3, 1, 0",0.6732796430587769,0.5031265616416931,0.472304493188858,1.0060617049071359,1.5219391225015415,1.6230773170854869,60,92.69056701660156,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,16.912471771240234,161.08804321289062,
fpn_resnet34,1,"3, 1, 0",0.6730253100395203,0.5205010175704956,0.499953418970108,1.0056756515541003,1.4940221628137664,1.5433148368699658,42,133.06434631347656,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,19.07513999938965,236.9007110595703,
fpn_resnet34,2,"3, 1, 0",0.6614060401916504,0.5123934149742126,0.4720191061496734,1.0428518562483846,1.5025923488771211,1.6267273129019515,37,166.36219787597656,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,19.230730056762695,308.6083068847656,
fpn_resnet34,3,"3, 1, 0",0.6235814094543457,0.5566412210464478,0.4925723075866699,1.1592659659555562,1.3642139697776121,1.5636327381165611,50,163.8505859375,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,19.69500160217285,288.12677001953125,
fpn_resnet34,4,"3, 1, 0",0.6289271116256714,0.5242012143135071,0.5075535178184509,1.1411044859491728,1.4764714034477082,1.521628374887618,47,211.14466857910156,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,23.354736328125,411.5484924316406,
fpn_resnet50,0,"3, 1, 0",0.6147046685218811,0.468166321516037,0.4683161377906799,1.1879541447033752,1.6304271507496928,1.6361236895946478,55,91.60537719726562,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,16.532941818237305,164.58493041992188,
fpn_resnet50,1,"3, 1, 0",0.5957289934158325,0.5180126428604126,0.4868740439414978,1.2414682147617129,1.496575887881073,1.5779750082666508,37,131.31024169921878,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,19.23142433166504,244.9670562744141,
fpn_resnet50,2,"3, 1, 0",0.5566397309303284,0.5067966580390929,0.4761207103729248,1.3655858375955858,1.5138939101906383,1.6115133152497525,29,177.84555053710938,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,21.870267868041992,355.3573303222656,
fpn_resnet50,3,"3, 1, 0",0.6097889542579651,0.5552496910095215,0.4877907335758209,1.201752196988251,1.366842816565551,1.5755487141624982,43,161.8935546875,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,20.115800857543945,270.49676513671875,
fpn_resnet50,4,"3, 1, 0",0.608401358127594,0.5273178219795227,0.4963060021400452,1.2062066951949222,1.4735084754405636,1.5532143088366022,42,208.9665985107422,./transforms/aggressive.yml,5e-06,11,5,0.1,0.0003,1.0,cbis,24.02954292297363,431.28985595703125,
fpn_densenet121,0,"2, 1, 0",0.687063992023468,0.5196513533592224,0.5116661190986633,0.6503501347373686,0.990876324913081,1.0130666843707987,63,119.37960052490234,./transforms/aggressive.yml,5e-06,12,5,0.1,0.0003,1.0,cbis,19.849924087524414,215.30287170410156,
fpn_densenet121,1,"2, 1, 0",0.7008836269378662,0.5339977145195007,0.5056281685829163,0.6200485663346635,0.9795221233484792,1.0281532529174098,64,156.6333770751953,./transforms/aggressive.yml,5e-06,12,5,0.1,0.0003,1.0,cbis,20.30349922180176,289.58831787109375,
fpn_densenet121,2,"2, 1, 0",0.6678562760353088,0.5148921012878418,0.4830963313579559,0.6893238732797214,1.0054434602167093,1.0716953146339252,44,139.6419677734375,./transforms/aggressive.yml,5e-06,12,5,0.1,0.0003,1.0,cbis,18.75193977355957,267.82662963867193,
fpn_densenet121,3,"2, 1, 0",0.646084189414978,0.5585086941719055,0.4848000705242157,0.7323303550701469,0.9116700262415642,1.0656322013858142,34,166.58355712890625,./transforms/aggressive.yml,5e-06,12,5,0.1,0.0003,1.0,cbis,19.86214828491211,278.44326782226557,
fpn_densenet121,4,"2, 1, 0",0.7098481059074402,0.5527403950691223,0.5111017823219299,0.6014192431215563,0.9407597668100112,1.017424130183182,70,199.1069793701172,./transforms/aggressive.yml,5e-06,12,5,0.1,0.0003,1.0,cbis,21.901378631591797,368.317138671875,
fpn_dpn68,0,"2, 1, 0",0.6675592064857483,0.5131872296333313,0.508364200592041,0.6889982584506932,1.0055498455961545,1.0208431587906073,61,142.2449951171875,./transforms/aggressive.yml,5e-06,12,5,0.1,0.0003,1.0,cbis,19.683780670166016,241.48081970214844,
fpn_dpn68,1,"2, 1, 0",0.5908821821212769,0.4884092807769775,0.472812831401825,0.8441310734728338,1.0682892434152902,1.0900479136713292,35,142.05117797851562,./transforms/aggressive.yml,5e-06,12,5,0.1,0.0003,1.0,cbis,20.053449630737305,287.686767578125,
fpn_dpn68,2,"2, 1, 0",0.5738109350204468,0.4790249466896057,0.4735262989997864,0.881824818634284,1.0736289228878768,1.0894756164179733,43,165.55726623535156,./transforms/aggressive.yml,5e-06,12,5,0.1,0.0003,1.0,cbis,20.69678497314453,340.109619140625,
fpn_dpn68,3,"2, 1, 0",0.6356924772262573,0.5607092976570129,0.5083050131797789,0.7563100487213463,0.9111339129945812,1.0212108278708742,59,158.90426635742188,./transforms/aggressive.yml,5e-06,12,5,0.1,0.0003,1.0,cbis,20.62899398803711,290.4477844238281,
